,plot_id,center_lon,center_lat,size_m,shape,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,pl_plotid,Land Cover Elements:Trees_CanopyCover,Land Cover Elements:bush/scrub,Land Cover Elements:grass,Land Cover Elements:cultivated vegetation,Land Cover Elements:Water>treated pool,Land Cover Elements:Water>lake/ponded/container,Land Cover Elements:Water>rivers/stream,Land Cover Elements:Water>irrigation ditch,Land Cover Elements:shadow,Land Cover Elements:unknown,Land Cover Elements:Bare Ground,Land Cover Elements:Building,Land Cover Elements:Impervious Surface (no building),AOI Number
886,140877957,-97.37077813,27.65848448,square,100.0,100,24,False,,94.0,2021-07-15 03:12,238.4 secs,,0,2335,0.0,0.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,18.0,23.0
626,140877697,-95.44010268735772,29.75613290844661,square,100.0,100,30,False,,94.0,2021-07-11 20:52,115.1 secs,,0,1634,69.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,1.0,0.0,16.0
855,140877926,-97.37585538,27.68096752,square,100.0,100,24,False,,94.0,2021-07-09 23:21,2058.0 secs,,0,2304,70.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,23.0
212,140962707,-77.56502267,37.65179759,square,100.0,100,8,False,,94.0,2021-07-22 03:01,56.6 secs,,0,6227,32.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,15.0,16.0,62.0
2034,140879105,-75.14739627371837,39.98393747992602,square,100.0,100,34,False,,94.0,2021-08-09 01:35,258.2 secs,,0,5436,27.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,54.0
242,140877313,-74.21970148284626,40.85257369598521,square,100.0,100,57,False,,94.0,2021-07-15 17:10,191.7 secs,,0,620,22.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,13.0,17.0,6.0
1186,140878257,-95.46771571444638,29.049963520073984,square,100.0,100,42,False,,94.0,2021-07-23 21:34,423.6 secs,,0,3202,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,56.0,29.0,32.0
1934,140879005,-74.20322160244983,40.8326449120444,square,100.0,100,27,False,,94.0,2021-07-22 15:47,305.8 secs,,0,5210,43.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,14.0,9.0,52.0
31,140877102,-89.58358109662937,43.06558547992602,square,100.0,100,25,False,,94.0,2021-07-20 20:32,85.9 secs,,0,31,0.0,3.0,0.0,82.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0
2026,140879097,-75.15913525474367,39.98843408795561,square,100.0,100,34,False,,94.0,2021-08-09 00:39,201.2 secs,,0,5428,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,42.0,54.0
763,140877834,-122.48522212173997,37.907261695985206,square,100.0,100,0,False,,94.0,2021-07-21 07:37,485.5 secs,,0,2023,3.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0
256,140877327,-74.20781150571791,40.84358047992602,square,100.0,100,57,False,,94.0,2021-07-15 18:07,278.3 secs,,0,634,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,22.0,43.0,6.0
885,140877956,-97.37585538,27.65848448,square,100.0,100,24,False,,94.0,2021-07-15 03:09,180.4 secs,,0,2334,6.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,23.0
385,140877456,-118.1493466840843,34.1190383040148,square,100.0,100,1,False,,94.0,2021-08-08 06:23,255.5 secs,,0,1015,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,57.0,10.0
1932,140879003,-74.21510639265048,40.8326449120444,square,100.0,100,27,False,,94.0,2021-07-22 15:39,276.0 secs,,0,5208,42.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,6.0,9.0,52.0
1957,140879028,-74.20916399755016,40.81465847992602,square,100.0,100,27,False,,93.0,2021-07-23 02:07,263.7 secs,,0,5233,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,44.0,52.0
137,141016181,-98.6608966394112,29.59798108795561,square,100.0,100,47,False,,93.0,2021-08-09 07:05,36.3 secs,,0,9226,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
578,140963073,-77.3224487938039,38.9079180852122,square,100.0,100,38,False,,93.0,2021-08-13 20:27,69.3 secs,,0,7223,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,72.0
1535,140878606,-111.0320432917157,31.5117643040148,square,100.0,100,48,False,,93.0,2021-07-18 05:44,267.7 secs,,0,4118,18.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,4.0,0.0,41.0
250,141074038,-75.83012904181525,37.65159208795561,square,100.0,100,54,False,,93.0,2021-07-29 02:57,116.5 secs,,0,10728,11.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,107.0
761,140877832,-122.49662062608668,37.907261695985206,square,100.0,100,0,False,,93.0,2021-07-21 07:27,15332.1 secs,,0,2021,18.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,3.0,11.0,20.0
1952,140879023,-74.20322160244983,40.81915508795561,square,100.0,100,27,False,,93.0,2021-07-22 19:49,567.3 secs,,0,5228,45.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,10.0,2.0,52.0
1528,140878599,-111.03731757502942,31.51626091204439,square,100.0,100,48,False,,93.0,2021-07-18 00:21,577.7 secs,,0,4111,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,41.0
899,140877970,-121.99203036937396,37.3378949120444,square,100.0,100,40,False,,93.0,2021-07-22 05:47,178.8 secs,,0,2411,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,61.0,24.0
581,140963076,-77.33978496437219,38.9034214771826,square,100.0,100,38,False,,93.0,2021-08-13 20:36,392.5 secs,,0,7226,30.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,72.0
1709,140878780,-77.61338748,37.68435791,square,100.0,100,61,False,,93.0,2021-07-21 21:09,608.3 secs,,0,4607,4.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,16.0,12.0,46.0
1926,140878997,-74.21510639265048,40.83714152007399,square,100.0,100,27,False,,93.0,2021-07-22 15:01,319.2 secs,,0,5202,38.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,7.0,8.0,52.0
2031,140879102,-75.16500474525633,39.98393747992602,square,100.0,100,34,False,,93.0,2021-08-09 01:26,1599.9 secs,,0,5433,4.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,26.0,54.0
248,140877319,-74.21970148284626,40.84807708795561,square,100.0,100,57,False,,93.0,2021-07-15 17:34,190.8 secs,,0,626,18.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,12.0,22.0,6.0
887,140877958,-97.36570088,27.65848448,square,100.0,100,24,False,,93.0,2021-07-15 03:16,192.7 secs,,0,2336,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,50.0,23.0
987,140963482,-74.1083795265146,40.92395508795561,square,100.0,100,63,False,,93.0,2021-07-24 01:51,1.9 secs,,0,8325,12.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,68.0,83.0
422,140877493,-77.68333355,38.7444153,square,100.0,100,64,False,,93.0,2021-07-21 22:50,1292.5 secs,,0,1115,10.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,11.0
257,140877328,-74.20186651715373,40.84358047992602,square,100.0,100,57,False,,93.0,2021-07-15 18:10,167.6 secs,,0,635,29.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,16.0,10.0,6.0
884,140877955,-97.38093262,27.65848448,square,100.0,100,24,False,,93.0,2021-07-15 03:05,58.0 secs,,0,2333,1.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,23.0
904,140877975,-121.997685456458,37.3333983040148,square,100.0,100,40,False,,93.0,2021-07-22 06:17,327.1 secs,,0,2416,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,26.0,47.0,24.0
875,140877946,-97.36570088,27.6674777,square,100.0,100,24,False,,93.0,2021-07-15 02:16,488.1 secs,,0,2324,7.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,6.0,2.0,23.0
1937,140879008,-74.22104878775082,40.8281483040148,square,100.0,100,27,False,,93.0,2021-07-22 15:59,278.6 secs,,0,5213,44.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,3.0,8.0,52.0
865,140877936,-97.38600987,27.6719743,square,100.0,100,24,False,,93.0,2021-07-10 00:54,311.8 secs,,0,2314,6.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,25.0,23.0
1797,140878868,-97.81366873522823,30.436947695985204,square,100.0,100,66,False,,93.0,2021-07-16 18:55,568.5 secs,,0,4821,75.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,4.0,48.0
1780,140878851,-97.80845326477176,30.450437520073983,square,100.0,100,66,False,,93.0,2021-07-15 03:12,481.9 secs,,0,4804,48.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,13.0,48.0
1737,140878808,-77.59066191,37.66637148,square,100.0,100,61,False,,93.0,2021-07-22 02:31,210.3 secs,,0,4635,66.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,10.0,46.0
1734,140878805,-77.60770609,37.66637148,square,100.0,100,61,False,,93.0,2021-07-22 02:20,151.0 secs,,0,4632,0.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,46.0
1079,140963574,-118.47983349801748,34.19072652007399,square,100.0,100,33,False,,93.0,2021-07-16 03:07,321.6 secs,,0,8606,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,22.0,27.0,86.0
1721,140878792,-77.61338748,37.6753647,square,100.0,100,61,False,,93.0,2021-07-22 00:47,653.9 secs,,0,4619,19.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,46.0
1718,140878789,-77.5963433,37.6798613,square,100.0,100,61,False,,93.0,2021-07-22 00:14,156.7 secs,,0,4616,70.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,2.0,46.0
401,140877472,-118.16020942042158,34.10554847992602,square,100.0,100,1,False,,93.0,2021-08-08 15:57,298.1 secs,,0,1031,14.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,2.0,0.0,20.0,21.0,23.0,10.0
582,140963077,-77.33400624084942,38.9034214771826,square,100.0,100,38,False,,93.0,2021-08-13 20:39,166.4 secs,,0,7227,37.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,25.0,72.0
205,140962700,-77.5707026,37.6562942,square,100.0,100,8,False,,93.0,2021-07-22 02:54,14.5 secs,,0,6220,58.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,22.0,62.0
611,140877682,-95.4556430945773,29.765126124505795,square,100.0,100,30,False,,93.0,2021-07-11 20:26,89.7 secs,,0,1619,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,77.0,16.0
613,140877684,-95.4452828230976,29.765126124505795,square,100.0,100,30,False,,93.0,2021-07-11 20:31,236.5 secs,,0,1621,51.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0
25,140877096,-89.58358109662937,43.07008208795561,square,100.0,100,25,False,,93.0,2021-07-20 20:30,65.0 secs,,0,25,31.0,8.0,0.0,43.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,10.0,0.0
29,140877100,-89.55895694202236,43.07008208795561,square,100.0,100,25,False,,93.0,2021-07-20 17:37,148.6 secs,,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,26.0,0.0
601,140877672,-95.4452828230976,29.77411934056498,square,100.0,100,30,False,,93.0,2021-07-11 19:49,106.2 secs,,0,1609,73.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,16.0
206,140962701,-77.56502267,37.6562942,square,100.0,100,8,False,,93.0,2021-07-22 02:55,39.8 secs,,0,6221,45.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,14.0,62.0
608,140877679,-95.44010268735772,29.769622732535385,square,100.0,100,30,False,,93.0,2021-07-11 20:17,445.6 secs,,0,1616,12.0,0.0,46.0,0.0,0.0,33.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,16.0
579,140963074,-77.31667007028115,38.9079180852122,square,100.0,100,38,False,,92.0,2021-08-13 20:28,67.7 secs,,0,7224,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,72.0
1713,140878784,-77.59066191,37.68435791,square,100.0,100,61,False,,92.0,2021-07-21 23:46,7535.4 secs,,0,4611,13.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,20.0,44.0,46.0
135,141016179,-98.64020960098132,29.602477695985204,square,100.0,100,47,False,,92.0,2021-08-09 07:02,138.5 secs,,0,9224,87.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,92.0
1542,140878613,-111.05841470828432,31.50277108795561,square,100.0,100,48,False,,92.0,2021-07-19 03:12,1646.4 secs,,0,4125,55.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,41.0
584,140963079,-77.3224487938039,38.9034214771826,square,100.0,100,38,False,,92.0,2021-08-13 20:46,272.5 secs,,0,7229,56.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,13.0,72.0
586,140963081,-77.34556368789494,38.89892486915301,square,100.0,100,38,False,,92.0,2021-08-13 20:48,49.6 secs,,0,7231,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,72.0
142,141016186,-98.66606839901868,29.59348447992601,square,100.0,100,47,False,,92.0,2021-08-09 07:14,29.0 secs,,0,9231,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
143,141016187,-98.6608966394112,29.59348447992601,square,100.0,100,47,False,,92.0,2021-08-09 07:17,204.0 secs,,0,9232,23.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,26.0,34.0,92.0
144,141016188,-98.65572487980371,29.59348447992601,square,100.0,100,47,False,,92.0,2021-08-09 07:19,94.9 secs,,0,9233,70.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,2.0,92.0
17,140877088,-89.55895694202236,43.0790753040148,square,100.0,100,25,False,,92.0,2021-07-20 20:25,60.5 secs,,0,17,0.0,4.0,0.0,20.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,44.0,0.0
580,140963075,-77.34556368789494,38.9034214771826,square,100.0,100,38,False,,92.0,2021-08-13 20:30,89.8 secs,,0,7225,60.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,4.0,72.0
1798,140878869,-97.80845326477176,30.436947695985204,square,100.0,100,66,False,,92.0,2021-07-16 19:59,3848.7 secs,,0,4822,40.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,48.0
606,140877677,-95.45046295883743,29.769622732535385,square,100.0,100,30,False,,92.0,2021-07-11 20:05,109.7 secs,,0,1614,77.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,16.0
874,140877945,-97.37077813,27.6674777,square,100.0,100,24,False,,92.0,2021-07-15 02:07,184.1 secs,,0,2323,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,23.0
624,140877695,-95.45046295883743,29.75613290844661,square,100.0,100,30,False,,92.0,2021-07-11 20:50,165.4 secs,,0,1632,48.0,0.0,4.0,0.0,0.0,0.0,21.0,0.0,7.0,0.0,2.0,18.0,0.0,16.0
216,140962711,-77.57638253,37.64730098,square,100.0,100,8,False,,92.0,2021-07-22 03:05,21.5 secs,,0,6231,55.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,22.0,14.0,62.0
2018,140879089,-75.17087423576898,39.99293069598521,square,100.0,100,34,False,,92.0,2021-08-08 20:33,144.1 secs,,0,5420,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,25.0,54.0
2015,140879086,-75.15326576423102,39.9974273040148,square,100.0,100,34,False,,92.0,2021-08-08 20:23,81.9 secs,,0,5417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,23.0,51.0,54.0
223,140877294,-74.22564647141043,40.86606352007399,square,100.0,100,57,False,,92.0,2021-07-15 16:12,382.7 secs,,0,601,17.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,9.0,50.0,6.0
241,140877312,-74.22564647141043,40.85257369598521,square,100.0,100,57,False,,92.0,2021-07-15 17:07,278.3 secs,,0,619,49.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,8.0,6.0
251,140877322,-74.20186651715373,40.84807708795561,square,100.0,100,57,False,,92.0,2021-07-15 17:44,261.6 secs,,0,629,33.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,11.0,5.0,6.0
254,140877325,-74.21970148284626,40.84358047992602,square,100.0,100,57,False,,92.0,2021-07-15 17:56,221.6 secs,,0,632,13.0,1.0,26.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,25.0,6.0
397,140877468,-118.1493466840843,34.11004508795561,square,100.0,100,1,False,,92.0,2021-08-08 07:35,450.5 secs,,0,1027,23.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,19.0,17.0,10.0
964,140963459,-74.10242771590876,40.94194152007399,square,100.0,100,63,False,,92.0,2021-07-21 23:56,373.5 secs,,0,8302,24.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,21.0,26.0,83.0
22,140877093,-89.56511298067412,43.07457869598521,square,100.0,100,25,False,,92.0,2021-07-20 20:28,25.1 secs,,0,22,10.0,2.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1795,140878866,-97.82409967614116,30.436947695985204,square,100.0,100,66,False,,92.0,2021-07-16 18:37,739.1 secs,,0,4819,23.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,38.0,48.0
1290,140878361,-74.6059428992152,40.31216147992602,square,100.0,100,21,False,,92.0,2021-07-23 07:33,171.8 secs,,0,3432,49.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
1523,140878594,-111.0320432917157,31.520757520073985,square,100.0,100,48,False,,92.0,2021-07-15 02:38,249.9 secs,,0,4106,27.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,41.0
1735,140878806,-77.6020247,37.66637148,square,100.0,100,61,False,,91.0,2021-07-22 02:24,248.6 secs,,0,4633,4.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,21.0,30.0,46.0
253,140877324,-74.22564647141043,40.84358047992602,square,100.0,100,57,False,,91.0,2021-07-15 17:52,204.8 secs,,0,631,22.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,16.0,21.0,6.0
1197,140878268,-95.47285885741064,29.040970304014795,square,100.0,100,42,False,,91.0,2021-07-27 23:08,200.3 secs,,0,3213,65.0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,32.0
764,140877835,-122.4795228695666,37.907261695985206,square,100.0,100,0,False,,91.0,2021-07-21 07:46,509.8 secs,,0,2024,47.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,10.0,1.0,20.0
138,141016182,-98.65572487980371,29.59798108795561,square,100.0,100,47,False,,91.0,2021-08-09 07:10,299.1 secs,,0,9227,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,37.0,24.0,92.0
1933,140879004,-74.20916399755016,40.8326449120444,square,100.0,100,27,False,,91.0,2021-07-22 15:42,201.8 secs,,0,5209,31.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,23.0,20.0,52.0
869,140877940,-97.36570088,27.6719743,square,100.0,100,24,False,,91.0,2021-07-10 01:30,434.9 secs,,0,2318,10.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,23.0
872,140963367,-112.51076255102728,33.47763469598521,square,100.0,100,22,False,,91.0,2021-07-20 19:57,657.4 secs,,0,8021,14.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,14.0,26.0,36.0,80.0
873,140877944,-97.37585538,27.6674777,square,100.0,100,24,False,,91.0,2021-07-15 02:04,1565.1 secs,,0,2322,9.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,23.0
255,140877326,-74.21375649428208,40.84358047992602,square,100.0,100,57,False,,91.0,2021-07-15 18:03,417.5 secs,,0,633,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,4.0,12.0,6.0
2002,140879073,-75.15913525474367,40.00642052007399,square,100.0,100,34,False,,91.0,2021-08-08 19:02,1911.2 secs,,0,5404,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,14.0,54.0
131,141016175,-98.6608966394112,29.602477695985204,square,100.0,100,47,False,,91.0,2021-08-09 06:52,19.3 secs,,0,9220,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
1726,140878797,-77.58498052,37.6753647,square,100.0,100,61,False,,91.0,2021-07-22 01:43,1638.8 secs,,0,4624,44.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,46.0
252,140877323,-74.19592152858957,40.84807708795561,square,100.0,100,57,False,,91.0,2021-07-15 17:49,295.9 secs,,0,630,42.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,12.0,4.0,6.0
2024,140879095,-75.17087423576898,39.98843408795561,square,100.0,100,34,False,,91.0,2021-08-09 00:31,13389.9 secs,,0,5426,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,28.0,39.0,54.0
258,140877329,-74.19592152858957,40.84358047992602,square,100.0,100,57,False,,91.0,2021-07-15 18:13,147.4 secs,,0,636,32.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,13.0,13.0,6.0
145,141016189,-98.65055312019626,29.59348447992601,square,100.0,100,47,False,,91.0,2021-08-09 07:22,197.0 secs,,0,9234,14.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,33.0,11.0,14.0,92.0
1789,140878860,-97.82409967614116,30.441444304014794,square,100.0,100,66,False,,91.0,2021-07-15 22:12,2263.1 secs,,0,4813,64.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,24.0,3.0,48.0
1958,140879029,-74.20322160244983,40.81465847992602,square,100.0,100,27,False,,91.0,2021-07-23 02:10,156.0 secs,,0,5234,43.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,15.0,52.0
1811,140878882,-97.8032377943153,30.42795447992601,square,100.0,100,66,False,,91.0,2021-07-19 02:42,1579.0 secs,,0,4835,43.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,21.0,18.0,48.0
1530,140878601,-111.05841470828432,31.5117643040148,square,100.0,100,48,False,,91.0,2021-07-18 03:12,369.1 secs,,0,4113,51.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,41.0
146,141016190,-98.6453813605888,29.59348447992601,square,100.0,100,47,False,,91.0,2021-08-09 07:24,130.3 secs,,0,9235,22.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,38.0,20.0,92.0
1810,140878881,-97.80845326477176,30.42795447992601,square,100.0,100,66,False,,91.0,2021-07-19 02:15,642.6 secs,,0,4834,67.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,48.0
1786,140878857,-97.80845326477176,30.44594091204439,square,100.0,100,66,False,,91.0,2021-07-15 21:12,2147.6 secs,,0,4810,51.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,18.0,48.0
2020,140879091,-75.15913525474367,39.99293069598521,square,100.0,100,34,False,,91.0,2021-08-08 20:41,317.5 secs,,0,5422,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,31.0,54.0
231,141074019,-75.83580895818476,37.6650819120444,square,100.0,100,54,False,,91.0,2021-07-29 02:28,307.3 secs,,0,10709,18.0,17.0,0.0,33.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,7.0,0.0,107.0
32,140877103,-89.57742505797762,43.06558547992602,square,100.0,100,25,False,,90.0,2021-07-20 20:33,55.0 secs,,0,32,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,7.0,4.0,28.0,14.0,20.0,0.0
897,140877968,-122.003340543542,37.3378949120444,square,100.0,100,40,False,,90.0,2021-07-22 05:39,362.2 secs,,0,2409,35.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,26.0,27.0,24.0
214,140962709,-77.5536628,37.65179759,square,100.0,100,8,False,,90.0,2021-07-22 03:04,62.3 secs,,0,6229,31.0,1.0,0.0,28.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,16.0,18.0,62.0
898,140877969,-121.997685456458,37.3378949120444,square,100.0,100,40,False,,90.0,2021-07-22 05:44,261.2 secs,,0,2410,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,55.0,24.0
1518,140878589,-111.05841470828432,31.520757520073985,square,100.0,100,48,False,,90.0,2021-07-15 01:30,477.4 secs,,0,4101,6.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,41.0
